timestamp,Unnamed: 0,lp
,2023-07-12 09:38:19.348661,627.35
,2023-07-12 09:38:19.399628,627.3
,2023-07-12 09:38:19.944523,627.35
,2023-07-12 09:38:20.599008,627.3
,2023-07-12 09:38:24.199501,627.35
,2023-07-12 09:38:24.945863,627.3
,2023-07-12 09:38:26.951200,627.35
,2023-07-12 09:38:27.410612,627.3
,2023-07-12 09:38:19.348661,627.35
,2023-07-12 09:38:19.399628,627.3
,2023-07-12 09:38:19.944523,627.35
,2023-07-12 09:38:20.599008,627.3
,2023-07-12 09:38:24.199501,627.35
,2023-07-12 09:38:24.945863,627.3
,2023-07-12 09:38:26.951200,627.35
,2023-07-12 09:38:27.410612,627.3
,2023-07-12 09:38:19.348661,627.35
,2023-07-12 09:38:19.399628,627.3
,2023-07-12 09:38:19.944523,627.35
,2023-07-12 09:38:20.599008,627.3
,2023-07-12 09:38:24.199501,627.35
,2023-07-12 09:38:24.945863,627.3
,2023-07-12 09:38:26.951200,627.35
,2023-07-12 09:38:27.410612,627.3
,2023-07-12 09:38:30.611112,627.35
,2023-07-12 09:38:31.410708,627.3
,2023-07-12 09:38:35.814447,627.35
,2023-07-12 09:38:35.946221,627.3
,2023-07-12 09:38:36.947781,627.35
,2023-07-12 09:38:40.231870,627.5
,2023-07-12 09:38:40.957271,627.35
,2023-07-12 09:38:41.218143,627.5
,2023-07-12 09:38:41.425557,627.45
,2023-07-12 09:38:41.955588,627.5
,2023-07-12 09:38:42.424997,627.45
,2023-07-12 09:38:42.954411,627.55
,2023-07-12 09:38:43.621220,627.45
,2023-07-12 09:38:44.628987,627.6
,2023-07-12 09:38:45.824411,627.5
,2023-07-12 09:38:46.951709,627.35
,2023-07-12 09:38:47.948808,627.5
,2023-07-12 09:38:49.427722,627.35
,2023-07-12 09:38:49.947501,627.5
,2023-07-12 09:38:53.954696,627.45
,2023-07-12 09:38:55.951109,627.5
,2023-07-12 09:38:56.955582,627.45
,2023-07-12 09:38:58.434326,627.5
,2023-07-12 09:38:58.956492,627.45
,2023-07-12 09:39:01.959594,627.5
,2023-07-12 09:39:03.644990,627.45
,2023-07-12 09:39:04.439258,627.5
,2023-07-12 09:39:04.952546,627.45
,2023-07-12 09:39:05.951840,627.5
,2023-07-12 09:39:06.954989,627.45
,2023-07-12 09:39:07.843492,627.5
,2023-07-12 09:39:07.952858,627.45
,2023-07-12 09:39:08.848912,627.5
,2023-07-12 09:39:08.951851,627.45
,2023-07-12 09:39:14.953814,627.5
,2023-07-12 09:39:15.051753,627.45
,2023-07-12 09:39:15.954686,627.5
,2023-07-12 09:39:16.959334,627.45
,2023-07-12 09:39:17.956498,627.5
,2023-07-12 09:39:18.956443,627.45
,2023-07-12 09:39:19.452102,627.5
,2023-07-12 09:39:19.956992,627.45
,2023-07-12 09:39:22.653532,627.5
,2023-07-12 09:39:23.655516,627.45
,2023-07-12 09:39:24.961591,627.4
,2023-07-12 09:39:29.959853,627.3
,2023-07-12 09:39:30.264800,627.35
,2023-07-12 09:39:30.460390,627.3
,2023-07-12 09:39:30.959895,627.2
,2023-07-12 09:39:31.661480,627.25
,2023-07-12 09:39:31.959875,627.2
,2023-07-12 09:39:34.961943,627.25
,2023-07-12 09:39:35.068110,627.2
,2023-07-12 09:39:35.958208,627.15
,2023-07-12 09:39:36.264808,627.2
,2023-07-12 09:39:36.465746,627.05
,2023-07-12 09:39:36.960324,627.1
,2023-07-12 09:39:37.470008,627.2
,2023-07-12 09:39:38.670171,627.05
,2023-07-12 09:39:38.963348,627.1
,2023-07-12 09:39:39.668264,627.05
,2023-07-12 09:39:39.960057,627.1
,2023-07-12 09:39:40.671078,627.05
,2023-07-12 09:39:42.880108,627.0
,2023-07-12 09:39:42.962286,627.05
,2023-07-12 09:39:45.964996,627.2
,2023-07-12 09:39:46.277253,627.05
,2023-07-12 09:39:46.475130,627.15
,2023-07-12 09:39:46.962112,627.05
,2023-07-12 09:39:47.961840,627.0
,2023-07-12 09:39:48.678302,627.1
,2023-07-12 09:39:48.966106,627.05
,2023-07-12 09:39:51.682822,627.15
,2023-07-12 09:39:51.962202,627.05
,2023-07-12 09:39:52.683391,627.15
,2023-07-12 09:39:52.966259,627.1
,2023-07-12 09:39:53.687932,627.05
,2023-07-12 09:39:55.692543,627.15
,2023-07-12 09:39:55.965698,627.05
,2023-07-12 09:39:56.687250,627.15
,2023-07-12 09:39:56.975035,627.05
,2023-07-12 09:39:57.887654,627.1
,2023-07-12 09:39:58.963853,627.15
